External_ID,Molecule SMILES,First Sample Reg. Date,SAU Gyr IC50 (µM),SAU Gyr Ki (µM),Sau516 MIC (µg/ml),Sau516  MIC (µM),Mean Human Prot binding (% free),Mean LogD,Determination of pKa HA1,Determination of pKa HA2,Determination of pKa B1,Determination of pKa B2,Sirius pKa
AZ1292,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3nc(c(s3)C(=O)O)CNC(=O)C4CCOC4)Cl)Cl,4/27/2004,0.0134,0.012,>64,>108.4,,0.01,,,,,
AZ1293,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3c4ccccc4cc(n3)C(=O)OC)Cl)Cl,4/28/2004,0.494,,,,,,,,,,
AZ1294,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3c4ccccc4cc(n3)C(=O)O)Cl)Cl,4/28/2004,0.0298,0.0258,2,4.471,,1.71,,,,,
AZ1295,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(nc4c3cccc4F)C(=O)OC)Cl)Cl,4/29/2004,0.144,,>64,>133.5,,,,,,,
AZ1296,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3nnc(s3)CO)Cl)Cl,5/3/2004,0.0383,,8,20.5,,2.63,,,,,
AZ1297,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3c4ccccc4c(c(n3)C(=O)O)OC)Cl)Cl,5/3/2004,0.0385,0.0343,2,4.19,,1.29,,,,,
AZ1298,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(cc(c3)C(=O)OC)CC(CO)O)Cl)Cl,5/4/2004,0.334,,>64,>132.1,,,,,,,
AZ1299,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(cc(c3)C(=O)O)CC(CO)O)Cl)Cl,5/4/2004,0.0583,,>64,>136.1,,-0.34,,,,,
AZ1300,CCOC(=O)c1cn(c2ccccc2c1=O)N3CCC(CC3)NC(=O)c4c(c(c([nH]4)C)Cl)Cl,5/4/2004,5.05,,>64,>130.2,,,,,,,
AZ1301,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)n3cc(c(=O)c4c3cccc4)C(=O)O)Cl)Cl,5/4/2004,1.1,,4,8.633,,3.05,,,,,
AZ1302,CCOC(=O)c1coc(n1)N2CCC(CC2)NC(=O)c3c(c(c([nH]3)C)Cl)Cl,5/7/2004,0.282,,>64,>154.1,,,,,,,
AZ1303,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3nc(co3)C(=O)O)Cl)Cl,5/10/2004,0.0489,,64,165.3,,-0.37,,,,,
AZ1304,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3nc(c(s3)C#N)OC)Cl)Cl,5/10/2004,0.147,,>64,>154.5,,,,,,,
AZ1305,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3nc(c(s3)C#N)O)Cl)Cl,5/10/2004,<0.00977,0.0344,4,9.993,,1.31,,,,,
AZ1306,CCOC(=O)c1cc2ccncc2c(n1)N3CCC(CC3)NC(=O)c4c(c(c([nH]4)C)Cl)Cl,5/14/2004,0.299,,>64,>134.4,,,,,,,
AZ1307,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3c4cnccc4cc(n3)C(=O)O)Cl)Cl,5/14/2004,0.0364,0.0879,64,142.8,,0.39,,,,,
AZ1308,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3nc(c(s3)C(=O)OC)N)Cl)Cl,5/18/2004,0.105,,>64,>148,,,,,,,
AZ1309,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)n3ccc(c3)C=O)Cl)Cl,5/18/2004,6.83,,>64,>173.3,,>3.5,,,,,
AZ1310,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)n3ccc(c3)/C=N/O)Cl)Cl,5/18/2004,6.88,,>64,>166.5,,>3.5,,,,,
AZ1311,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(nc4c3cccc4F)C(=O)O)Cl)Cl,5/19/2004,<0.00977,0.00314,0.25,0.5373,,0.9,,,,,
AZ1312,CCOC(=O)c1nc2ccccc2c(n1)N3CCC(CC3)NC(=O)c4c(c(c([nH]4)C)Cl)Cl,5/21/2004,0.177,,>64,>134.4,,,,,,,
AZ1313,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3c4ccccc4nc(n3)C(=O)O)Cl)Cl,5/21/2004,0.0171,0.0157,32,71.38,,0.58,,,,,
AZ1314,Cc1c(c(c([nH]1)C(=O)NC2CN(C2=O)c3cccc(c3)C(=O)OC)Cl)Cl,5/24/2004,4.56,,>64,>161.5,,,,,,,
AZ1315,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(nc4c3cc(cc4)F)C(=O)O)Cl)Cl,5/25/2004,<0.00977,0.00184,0.25,0.5373,,1.64,,,,,
AZ1316,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3ccnc(c3)C(=O)O)Cl)Cl,5/28/2004,0.0274,0.034,>64,>161.1,,1.01,,,,,
AZ1317,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3ccnc(c3)C(=O)OC)Cl)Cl,5/28/2004,<0.0983,,>64,>155.6,,>3.5,,,,,
AZ1318,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3ccnc(c3)C(=O)NOC)Cl)Cl,5/28/2004,0.0109,0.0133,4,9.383,,2.82,,,,,
AZ1319,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)n3ccc(c3)C(=O)O)Cl)Cl,6/1/2004,2.68,,>64,>166.1,,0.73,,,,,
AZ1320,Cc1c(c(c([nH]1)C(=O)N[C@H]2CCN(C[C@H]2OC)c3ncc(s3)C(=O)OC)Cl)Cl,6/5/2004,0.0176,0.0113,1,2.235,,,,,,,
AZ1321,Cc1c(c(c([nH]1)C(=O)NC2CN(C2=O)c3cccc(c3)C(=O)O)Cl)Cl,6/7/2004,0.653,,>64,>167.5,,-0.09,,,,,
AZ1322,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(nc4c3cccc4F)C(=O)NOC)Cl)Cl,6/7/2004,0.0134,0.0151,32,64.73,,,,,,,
AZ1323,COC(=O)c1cnc(s1)N2CCC(CC2)NC(=O)c3c(c(c([nH]3)C#N)Cl)Cl,6/7/2004,>50,,8,18.68,,,,,,,
AZ1324,Cc1cccc2c1nc(cc2N3CCC(CC3)NC(=O)c4c(c(c([nH]4)C)Cl)Cl)C(=O)OC,6/14/2004,0.25,,>64,>134.6,,,,,,,
AZ1325,c1c(sc(n1)N2CCC(CC2)NC(=O)c3c(c(c([nH]3)C#N)Cl)Cl)C(=O)O,6/14/2004,2.43,,>64,>154.5,,,,,,,
AZ1326,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(nc4c3cccc4Cl)C(=O)OC)Cl)Cl,6/14/2004,0.258,,>64,>129.1,,,,,,,
AZ1327,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(nc4c3cccc4Cl)C(=O)O)Cl)Cl,6/21/2004,<0.00977,0.00137,0.13,0.2698,,,,,,,
AZ1328,COC(=O)c1cc(c2ccccc2n1)N3CCC(CC3)NC(=O)c4c(c(c([nH]4)C#N)Cl)Cl,6/21/2004,16.2,,16,33.87,,,,,,,
AZ1329,c1ccc2c(c1)c(cc(n2)C(=O)O)N3CCC(CC3)NC(=O)c4c(c(c([nH]4)C#N)Cl)Cl,6/21/2004,1.93,,>64,>139.6,,,,,,,
AZ1330,Cc1c(c(c([nH]1)C(=O)NC2CCC(=CC2)c3cc(cc(c3)C(=O)O)C(=O)O)Cl)Cl,6/24/2004,0.0257,0.0247,>64,>146.4,,,,,,,
AZ1331,Cc1c(c(c([nH]1)C(=O)NC2CN(C2=O)c3cc(cc(c3)Br)C(=O)O)Cl)Cl,7/5/2004,0.615,,>64,>138.8,,,,,,,
AZ1332,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3ncc(s3)C(=O)OC)Cl)Cl,7/7/2004,0.0174,,1,2.235,,,,,,,
AZ1333,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3ncc(s3)C(=O)O)Cl)Cl,7/7/2004,0.00143,<0.00159,0.315,0.727,7.1,,3.65,11.44,1.678,,
AZ1334,CCOC(=O)c1c(nc(s1)N2CCC(CC2)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C#N,7/26/2004,0.671,,>64,>140.2,,,,,,,
AZ1335,CCOC(=O)c1c(nc(s1)N2CCC(CC2)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NC(C)(C)C,7/26/2004,0.671,,64,120.6,,,,,,,
AZ1336,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3nc(c(s3)C(=O)O)C#N)Cl)Cl,7/26/2004,0.033,,32,74.71,,,,,,,
AZ1337,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3nc(c(s3)C(=O)O)C(=O)NC(C)(C)C)Cl)Cl,7/26/2004,0.0224,,0.5,0.9952,,,,,,,
AZ1338,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@H]2OC)c3ncc(s3)C(=O)O)Cl)Cl,8/13/2004,<0.103,,>64,>147.7,,,,,,,
AZ1339,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3ncc(s3)C(=O)OC)Cl)Cl,8/13/2004,6.06,,>64,>156,,,,,,,
AZ1340,CCOC(=O)c1cc(cnc1)c2ccc(cc2)NC(=O)c3c(c(c([nH]3)C)Cl)Cl,8/13/2004,1.22,,>64,>153,,,,,,,
AZ1341,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(cnc3)C(=O)O)Cl)Cl,8/13/2004,<0.00977,0.00321,4,10.25,,,,,,,
AZ1342,Cc1c(c2c([nH]1)c(=O)n(c(=O)[nH]2)C3CCN(CC3)c4ncc(s4)C(=O)OC)C#N,8/16/2004,1.8,,>64,>154.4,,,,,,,
AZ1343,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@H]2OC)c3ncc(s3)C(=O)OC)Cl)Cl,8/17/2004,0.657,,>64,>143.1,,,,,,,
AZ1344,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)OC)Cl)Cl,8/17/2004,0.0292,,>64,>147,,,,,,,
AZ1345,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)O)Cl)Cl,8/18/2004,<0.00977,0.00265,2,4.747,,,,,,,
AZ1346,Cc1c(c2c([nH]1)c(=O)n(c(=O)[nH]2)C3CCN(CC3)c4ncc(s4)C(=O)O)C#N,8/20/2004,1.55,,>64,>159.8,,,,,,,
AZ1347,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@H]2OC)c3ncc(s3)C(=O)NOC)Cl)Cl,8/23/2004,0.346,,64,138.4,,,,,,,
AZ1348,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3ncc(s3)C(=O)OC)F)F,8/27/2004,0.23,,>64,>154.4,,,,,,,
AZ1349,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@H]2F)c3ncc(s3)C(=O)O)Cl)Cl,8/31/2004,0.108,,>64,>151.9,,,,,,,
AZ1350,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3ncc(s3)C(=O)O)F)F,8/27/2004,0.0933,,32,79.92,,,,,,,
AZ1351,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(nc4c3cccc4)C(=O)O)F)F,9/9/2004,<0.00977,0.0139,8,18,,,,,,,
AZ1352,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3ncc(s3)C(=O)O)Cl)Cl,9/13/2004,0.0907,,>64,>161.5,,,,,,,
AZ1353,Cc1c(c(c([nH]1)C(=O)N[C@H]2CCN(C[C@@H]2OC)c3ncc(s3)C(=O)O)Cl)Cl,9/15/2004,6.37,,>64,>147.7,,,,,,,
AZ1354,Cc1c(c(c([nH]1)C(=O)N[C@H]2CCN(C[C@H]2F)c3ncc(s3)C(=O)O)Cl)Cl,9/17/2004,0.0351,,16,37.98,,,,,,,
AZ1355,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc4cccc(c4s3)C(=O)O)Cl)Cl,9/21/2004,0.000795,<0.000682,1,2.122,,,,,,,
AZ1356,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cn(nn3)c4ccc(cc4)C(=O)O)Cl)Cl,10/1/2004,1.1,,>64,>112.2,,,,,,,
AZ1357,CCOC(=O)Cn1cc(nn1)c2ccc(cc2)NC(=O)c3c(c(c([nH]3)C)Cl)Cl,10/1/2004,<0.121,,>64,>119.3,,,,,,,
AZ1358,Cc1c(c(c([nH]1)C(=O)Nc2ccc(nc2)c3[nH]nnn3)Cl)Cl,10/4/2004,0.0895,,>64,>189.3,,,,,,,
AZ1359,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3[nH]nnn3)Cl)Cl,10/4/2004,0.0962,,>64,>189.8,,,,,,,
AZ1360,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)NC)C(=O)O)Cl)Cl,10/18/2004,<0.00977,0.00353,2,4.77,,,,,,,
AZ1361,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)Cl)C(=O)O)Cl)Cl,10/18/2004,0.0133,,32,75.35,,,,,,,
AZ1362,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC=C)c3ncc(s3)C(=O)OC)Cl)Cl,10/22/2004,0.142,,4,8.45,,,,,,,
AZ1363,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3ncc(s3)C(=O)OC,10/22/2004,0.16,,16,33.66,,,,,,,
AZ1364,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3ncc(s3)C(=O)O,10/22/2004,<0.00977,0.0025,0.18,0.3908,,,,,,,
AZ1365,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC=C)c3ncc(s3)C(=O)O)Cl)Cl,10/22/2004,<0.00977,0.00213,0.5,1.089,,,,,,,
AZ1366,CCOC(=O)c1cccc2c1sc(n2)N3CC[C@H]([C@H](C3)OC)NC(=O)c4c(c(c([nH]4)C)Cl)Cl,10/25/2004,0.116,,8,15.64,,,,,,,
AZ1367,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc4cccc(c4s3)C(=O)O)Cl)Cl,10/25/2004,<0.00977,<0.00068,<0.063,<0.1303,,,,,,,
AZ1368,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(ccn3)C(=O)OC)Cl)Cl,10/25/2004,0.387,,>64,>158.3,,,,,,,
AZ1369,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(ccn3)C(=O)O)Cl)Cl,10/25/2004,<0.00977,0.0045,2,5.125,,,,,,,
AZ1370,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3ncc(s3)C(=O)OC)Cl,10/25/2004,0.173,,16,38.75,,,,,,,
AZ1371,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(nc(n3)Cl)C(=O)O)Cl)Cl,10/25/2004,<0.00977,0.00122,2,4.322,,,,,,,
AZ1372,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(nc(n3)Cl)C(=O)OC)Cl)Cl,10/25/2004,0.0308,,4,8.39,,,,,,,
AZ1373,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3ncc(s3)C(=O)O)Cl,10/25/2004,0.0528,,64,160.5,,,,,,,
AZ1374,Cc1c(c2c([nH]1)c(=O)n(c(=O)[nH]2)c3ccc(cc3)c4cccc(c4)C(=O)O)C#N,10/25/2004,0.133,,4,10.35,,,,,,,
AZ1375,CCOC(=O)c1cccc2c1sc(n2)N3CC[C@H]([C@H](C3)OC)NC(=O)c4cc(c([nH]4)C)Cl,10/26/2004,0.221,,>64,>134.2,,,,,,,
AZ1376,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc4cccc(c4s3)C(=O)O)Cl,10/27/2004,<0.00977,0.00446,4,8.91,,,,,,,
AZ1377,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(nc(n3)Cl)C(=O)OC)Cl)Cl,10/27/2004,0.243,,>64,>145.6,,,,,,,
AZ1378,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(cs3)C(=O)O)Cl)Cl,10/28/2004,<0.00977,0.00194,0.5,1.154,,,,,,,
AZ1379,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC=C)c3cc(nc4c3cccc4)C(=O)O)Cl)Cl,10/28/2004,<0.00977,<0.00068,0.13,0.2583,,,,,,,
AZ1380,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3cc(nc4c3cccc4)C(=O)O,10/28/2004,<0.00977,0.000808,0.13,0.2572,,,,,,,
AZ1381,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(nc(n3)OC)C(=O)O)Cl)Cl,11/1/2004,<0.00977,0.00111,2,4.364,,,,,,,
AZ1382,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(nc(n3)Cl)C(=O)OC)Cl,11/1/2004,0.445,,>64,>144.7,,,,,,,
AZ1383,CCOC(=O)c1csc(n1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3cc(c([nH]3)C)Cl,11/1/2004,0.185,,16,37.48,,,,,,,
AZ1384,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(nc(n3)OC)C(=O)O)Cl,11/8/2004,0.0275,,>64,>119,,,,,,,
AZ1385,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(cs3)C(=O)O)Cl,11/8/2004,0.0348,,8,20.06,,,,,,,
AZ1386,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c4nccn4c3)C(=O)OC)Cl)Cl,11/8/2004,0.297,,>64,>144.4,,,,,,,
AZ1387,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)NCCN4CCOCC4)C(=O)OC)Cl)Cl,11/8/2004,1.9,,>64,>120.2,,,,,,,
AZ1388,CCOC(=O)c1cccc2c1sc(n2)N3CCC(CC3)n4c(=O)c5c(c(c([nH]5)C)C#N)[nH]c4=O,11/8/2004,1.26,,>64,>133.7,,,,,,,
AZ1389,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c4nccn4c3)C(=O)O)Cl)Cl,11/8/2004,0.0342,,32,74.55,,,,,,,
AZ1390,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)NCCN4CCOCC4)C(=O)O)Cl)Cl,11/8/2004,0.0318,,>64,>123.5,,,,,,,
AZ1391,Cc1c(c2c([nH]1)c(=O)n(c(=O)[nH]2)C3CCN(CC3)c4nc5cccc(c5s4)C(=O)O)C#N,11/8/2004,0.157,,>64,>142.1,,,,,,,
AZ1392,CCOC(=O)c1cc(on1)c2ccc(cc2)NC(=O)c3c(c(c([nH]3)C)Cl)Cl,11/8/2004,15.3,,>64,>156.8,,,,,,,
AZ1393,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cn(nn3)CC(=O)O)Cl)Cl,11/12/2004,0.0943,,>64,>125.9,,,,,,,
AZ1394,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)COC)Cl,11/15/2004,0.243,,32,70.03,,,,,,,
AZ1395,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)COC)Cl,11/15/2004,0.0346,,32,72.25,,,,,,,
AZ1396,Cc1c(c2c([nH]1)c(=O)n(c(=O)[nH]2)C3CCN(CC3)c4cc(nc(n4)OC)C(=O)O)C#N,11/15/2004,0.898,,>64,>150.4,,,,,,,
AZ1397,Cc1c(c2ccn(c(=O)c2[nH]1)C3CCN(CC3)c4cc(nc(n4)Cl)C(=O)O)Cl,11/15/2004,0.0133,,64,151.6,,,,,,,
AZ1398,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)OC)C(=O)O)Cl)Cl,11/15/2004,0.048,,4,9.518,,,,,,,
AZ1399,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)NCCOC)C(=O)OC)Cl)Cl,11/15/2004,>50,,>64,>134.1,,,,,,,
AZ1400,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)NCCOC)C(=O)O)Cl)Cl,11/15/2004,0.0155,,1,2.158,,,,,,,
AZ1401,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)COC)Cl)Cl,11/23/2004,0.0288,,2,4.07,,,,,,,
AZ1402,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)COC)Cl)Cl,11/23/2004,<0.00977,0.00163,1,2.095,,,,,,,
AZ1403,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)N)Cl,11/23/2004,0.0192,,16,36.21,,,,,,,
AZ1404,Cc1c(c2c([nH]1)c(=O)n(c(=O)[nH]2)c3ccc(cc3)c4ccc(c(c4)C(=O)O)F)C#N,11/23/2004,1.22,,>64,>158.3,,,,,,,
AZ1405,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3ccc(o3)C(=O)OC)Cl)Cl,11/23/2004,0.266,,>64,>162.8,,,,,,,
AZ1406,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(=O)[nH]c3)C(=O)O)Cl)Cl,11/29/2004,0.0116,0.0109,>64,>157.6,,,,,,,
AZ1407,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)N4CCOCC4)C(=O)OC)Cl)Cl,11/29/2004,8.77,,>64,>130.8,,,,,,,
AZ1408,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)NCCOC(=O)C)C(=O)OC)Cl)Cl,11/29/2004,2.2,,>64,>126.6,,,,,,,
AZ1409,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)N4CCOCC4)C(=O)O)Cl)Cl,11/29/2004,0.0149,,4,8.415,,,,,,,
AZ1410,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)NCCO)C(=O)O)Cl)Cl,11/29/2004,<0.00977,0.00294,16,35.61,,,,,,,
AZ1411,Cc1c(c2ccn(c(=O)c2[nH]1)C3CCN(CC3)c4ncc(s4)C(=O)O)Cl,12/9/2004,0.027,0.0133,16,40.73,9.5,-0.245,,,,,
AZ1412,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(nc(n3)Cl)C(=O)O)Cl)Cl,12/9/2004,<0.00977,0.00504,>64,>150.4,,1.1,,,,,
AZ1413,Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3ccc(o3)C(=O)O)Cl)Cl,12/9/2004,<0.00977,0.00493,2,5.274,NV,0.96,,,,,
AZ1414,CCOC(=O)c1cc(c2ccccc2n1)N3CC[C@H]([C@H](C3)OC)NC(=O)c4cc(c([nH]4)C)Cl,12/13/2004,0.379,,16,33.97,,,,,,,
AZ1415,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(nc4c3cccc4)C(=O)O)Cl,12/13/2004,0.0187,,2,4.516,3.7,1.02,,,,,
AZ1416,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2C(=O)N3CCOCC3)c4ncc(s4)C(=O)O)Cl)Cl,12/13/2004,0.335,,64,101.5,50.3,-0.91,,,,,
AZ1417,CCOC(=O)c1cc(ccn1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3cc(c([nH]3)C)Cl,1/3/2005,0.131,,>8,>19.01,,,,,,,
AZ1418,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3ccnc(c3)C(=O)O)Cl)Cl,1/3/2005,<0.00977,0.00234,4,9.361,22.3,1.31,,,,,
AZ1419,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2CN(C)C)c3ncc(s3)C(=O)O)Cl)Cl,1/10/2005,0.961,,>8,>17.38,37.4,-0.65,,,,,
AZ1420,CCOC(=O)c1ccnc(c1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl,1/10/2005,0.159,,>8,>17.57,,,,,,,
AZ1421,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(ccn3)C(=O)O)Cl)Cl,1/10/2005,<0.00977,0.000901,0.5,1.17,0.7,0.19,,,,,
AZ1422,CCOC(=O)c1cc(cnc1)c2ccc(cn2)NC(=O)c3c(c(c([nH]3)C)Cl)Cl,1/14/2005,>3.48,,>8,>18.62,,,,,,,
AZ1423,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2COC)c3ncc(s3)C(=O)O)Cl)Cl,1/16/2005,0.0537,,>8,>17.88,5.2,0.06,,,,,
AZ1424,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2CNC)c3ncc(s3)C(=O)O)Cl)Cl,1/16/2005,0.618,,>8,>17.92,44.8,-0.38,,,,,
AZ1425,Cc1c(c(c([nH]1)C(=O)Nc2ccc(nc2)c3cc(c(nc3)NC)C(=O)OC)Cl)Cl,1/17/2005,3.9,,>8,>18.42,,,,,,,
AZ1426,Cc1c(c(c([nH]1)C(=O)Nc2ccc(nc2)c3cc(c(nc3)NC)C(=O)O)Cl)Cl,1/17/2005,0.0113,0.0121,8,19.04,0.6,1.28,,,,,
AZ1427,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3ccnc(c3)C(=O)O)Cl,1/17/2005,<0.113,,>8,>20.36,74.1,0.2,,,,,
AZ1428,Cc1c(c(c([nH]1)C(=O)N[C@H]2CCN(C[C@H]2OC)c3nc4cccc(c4s3)C(=O)O)Cl)Cl,1/20/2005,0.62,,>8,>16.55,NV,1.68,,,,,
AZ1429,Cc1c(c(c([nH]1)C(=O)Nc2ccc(nc2)c3cc(cnc3)C(=O)O)Cl)Cl,1/24/2005,0.0569,0.0111,>8,>200,1.8,-0.1,,,,,
AZ1430,CCOC(=O)c1cc(ncc1[N+](=O)[O-])N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl,1/31/2005,1.31,,>8,>15.99,,,,,,,
